TrialRep,Model,AC,TransGen,Extinctions
81,ModelB,Auto,FlyTrans,1397
82,ModelA,NoAuto,BothTrans,1558
82,ModelA,NoAuto,NoTrans,2331
82,ModelA,Auto,BothTrans,1419
82,ModelA,Auto,NoTrans,2295
82,ModelB,NoAuto,BothTrans,1444
82,ModelB,NoAuto,NoTrans,2330
82,ModelB,Auto,BothTrans,1345
82,ModelB,Auto,NoTrans,2293
82,ModelA,NoAuto,WaspTrans,2331
82,ModelA,NoAuto,FlyTrans,1558
82,ModelA,Auto,WaspTrans,2295
82,ModelA,Auto,FlyTrans,1419
82,ModelB,NoAuto,WaspTrans,2330
82,ModelB,NoAuto,FlyTrans,1444
82,ModelB,Auto,WaspTrans,2293
82,ModelB,Auto,FlyTrans,1345
83,ModelA,NoAuto,BothTrans,1518
83,ModelA,NoAuto,NoTrans,2288
83,ModelA,Auto,BothTrans,1518
83,ModelA,Auto,NoTrans,2258
83,ModelB,NoAuto,BothTrans,1518
83,ModelB,NoAuto,NoTrans,2263
83,ModelB,Auto,BothTrans,1287
83,ModelB,Auto,NoTrans,1901
83,ModelA,NoAuto,WaspTrans,2288
83,ModelA,NoAuto,FlyTrans,1518
83,ModelA,Auto,WaspTrans,2258
83,ModelA,Auto,FlyTrans,1518
83,ModelB,NoAuto,WaspTrans,2263
83,ModelB,NoAuto,FlyTrans,1518
83,ModelB,Auto,WaspTrans,1901
83,ModelB,Auto,FlyTrans,1289
84,ModelA,NoAuto,BothTrans,1521
84,ModelA,NoAuto,NoTrans,2391
84,ModelA,Auto,BothTrans,1317
84,ModelA,Auto,NoTrans,2119
84,ModelB,NoAuto,BothTrans,1371
84,ModelB,NoAuto,NoTrans,2280
84,ModelB,Auto,BothTrans,1314
84,ModelB,Auto,NoTrans,2119
84,ModelA,NoAuto,WaspTrans,2391
84,ModelA,NoAuto,FlyTrans,1521
84,ModelA,Auto,WaspTrans,2119
84,ModelA,Auto,FlyTrans,1317
84,ModelB,NoAuto,WaspTrans,2280
84,ModelB,NoAuto,FlyTrans,1371
84,ModelB,Auto,WaspTrans,2119
84,ModelB,Auto,FlyTrans,1315
85,ModelA,NoAuto,BothTrans,360
85,ModelA,NoAuto,NoTrans,2369
85,ModelA,Auto,BothTrans,201
85,ModelA,Auto,NoTrans,2047
85,ModelB,NoAuto,BothTrans,1348
85,ModelB,NoAuto,NoTrans,2369
85,ModelB,Auto,BothTrans,1280
85,ModelB,Auto,NoTrans,2046
85,ModelA,NoAuto,WaspTrans,2369
85,ModelA,NoAuto,FlyTrans,1352
85,ModelA,Auto,WaspTrans,2047
85,ModelA,Auto,FlyTrans,1343
85,ModelB,NoAuto,WaspTrans,2369
85,ModelB,NoAuto,FlyTrans,1351
85,ModelB,Auto,WaspTrans,2045
85,ModelB,Auto,FlyTrans,1343
86,ModelA,NoAuto,BothTrans,1555
86,ModelA,NoAuto,NoTrans,2294
86,ModelA,Auto,BothTrans,1311
86,ModelA,Auto,NoTrans,1997
86,ModelB,NoAuto,BothTrans,1461
86,ModelB,NoAuto,NoTrans,2291
86,ModelB,Auto,BothTrans,1310
86,ModelB,Auto,NoTrans,1996
86,ModelA,NoAuto,WaspTrans,2294
86,ModelA,NoAuto,FlyTrans,1555
86,ModelA,Auto,WaspTrans,1997
86,ModelA,Auto,FlyTrans,1311
86,ModelB,NoAuto,WaspTrans,2291
86,ModelB,NoAuto,FlyTrans,1461
86,ModelB,Auto,WaspTrans,1996
86,ModelB,Auto,FlyTrans,1310
87,ModelA,NoAuto,BothTrans,287
87,ModelA,NoAuto,NoTrans,2207
87,ModelA,Auto,BothTrans,1447
87,ModelA,Auto,NoTrans,1921
87,ModelB,NoAuto,BothTrans,1442
87,ModelB,NoAuto,NoTrans,2207
87,ModelB,Auto,BothTrans,1443
87,ModelB,Auto,NoTrans,1920
87,ModelA,NoAuto,WaspTrans,2207
87,ModelA,NoAuto,FlyTrans,1442
87,ModelA,Auto,WaspTrans,1921
87,ModelA,Auto,FlyTrans,1448
87,ModelB,NoAuto,WaspTrans,2207
87,ModelB,NoAuto,FlyTrans,1442
87,ModelB,Auto,WaspTrans,1920
87,ModelB,Auto,FlyTrans,1443
88,ModelA,NoAuto,BothTrans,1527
88,ModelA,NoAuto,NoTrans,2290
88,ModelA,Auto,BothTrans,618
88,ModelA,Auto,NoTrans,1969
88,ModelB,NoAuto,BothTrans,1521
88,ModelB,NoAuto,NoTrans,2279
88,ModelB,Auto,BothTrans,1301
88,ModelB,Auto,NoTrans,1968
88,ModelA,NoAuto,WaspTrans,2290
88,ModelA,NoAuto,FlyTrans,1527
88,ModelA,Auto,WaspTrans,1969
88,ModelA,Auto,FlyTrans,1303
88,ModelB,NoAuto,WaspTrans,2279
88,ModelB,NoAuto,FlyTrans,1521
88,ModelB,Auto,WaspTrans,1968
88,ModelB,Auto,FlyTrans,1301
89,ModelA,NoAuto,BothTrans,1515
89,ModelA,NoAuto,NoTrans,2243
89,ModelA,Auto,BothTrans,906
89,ModelA,Auto,NoTrans,2237
89,ModelB,NoAuto,BothTrans,1512
89,ModelB,NoAuto,NoTrans,2243
89,ModelB,Auto,BothTrans,1241
89,ModelB,Auto,NoTrans,2236
89,ModelA,NoAuto,WaspTrans,2243
89,ModelA,NoAuto,FlyTrans,1515
89,ModelA,Auto,WaspTrans,2237
89,ModelA,Auto,FlyTrans,1242
89,ModelB,NoAuto,WaspTrans,2243
89,ModelB,NoAuto,FlyTrans,1512
89,ModelB,Auto,WaspTrans,2236
89,ModelB,Auto,FlyTrans,1241
90,ModelA,NoAuto,BothTrans,1521
90,ModelA,NoAuto,NoTrans,2225
90,ModelA,Auto,BothTrans,1242
90,ModelA,Auto,NoTrans,1690
90,ModelB,NoAuto,BothTrans,1508
90,ModelB,NoAuto,NoTrans,2225
90,ModelB,Auto,BothTrans,1242
90,ModelB,Auto,NoTrans,1689
90,ModelA,NoAuto,WaspTrans,2225
90,ModelA,NoAuto,FlyTrans,1521
90,ModelA,Auto,WaspTrans,1690
90,ModelA,Auto,FlyTrans,1242
90,ModelB,NoAuto,WaspTrans,2224
90,ModelB,NoAuto,FlyTrans,1508
90,ModelB,Auto,WaspTrans,1689
90,ModelB,Auto,FlyTrans,1242
91,ModelA,NoAuto,BothTrans,1522
91,ModelA,NoAuto,NoTrans,2300
91,ModelA,Auto,BothTrans,589
91,ModelA,Auto,NoTrans,2099
91,ModelB,NoAuto,BothTrans,1522
91,ModelB,NoAuto,NoTrans,2291
91,ModelB,Auto,BothTrans,1357
91,ModelB,Auto,NoTrans,2098
91,ModelA,NoAuto,WaspTrans,2300
91,ModelA,NoAuto,FlyTrans,1522
91,ModelA,Auto,WaspTrans,2098
91,ModelA,Auto,FlyTrans,1361
91,ModelB,NoAuto,WaspTrans,2291
91,ModelB,NoAuto,FlyTrans,1522
91,ModelB,Auto,WaspTrans,2098
91,ModelB,Auto,FlyTrans,1357
92,ModelA,NoAuto,BothTrans,1543
92,ModelA,NoAuto,NoTrans,2354
92,ModelA,Auto,BothTrans,1346
92,ModelA,Auto,NoTrans,2154
92,ModelB,NoAuto,BothTrans,1350
92,ModelB,NoAuto,NoTrans,2353
92,ModelB,Auto,BothTrans,1345
92,ModelB,Auto,NoTrans,2130
92,ModelA,NoAuto,WaspTrans,2354
92,ModelA,NoAuto,FlyTrans,1543
92,ModelA,Auto,WaspTrans,2154
92,ModelA,Auto,FlyTrans,1346
92,ModelB,NoAuto,WaspTrans,2353
92,ModelB,NoAuto,FlyTrans,1539
92,ModelB,Auto,WaspTrans,2130
92,ModelB,Auto,FlyTrans,1345
93,ModelA,NoAuto,BothTrans,1521
93,ModelA,NoAuto,NoTrans,2298
93,ModelA,Auto,BothTrans,1464
93,ModelA,Auto,NoTrans,2009
93,ModelB,NoAuto,BothTrans,1521
93,ModelB,NoAuto,NoTrans,2292
93,ModelB,Auto,BothTrans,1463
93,ModelB,Auto,NoTrans,2009
93,ModelA,NoAuto,WaspTrans,2298
93,ModelA,NoAuto,FlyTrans,1521
93,ModelA,Auto,WaspTrans,2009
93,ModelA,Auto,FlyTrans,1464
93,ModelB,NoAuto,WaspTrans,2292
93,ModelB,NoAuto,FlyTrans,1521
93,ModelB,Auto,WaspTrans,2009
93,ModelB,Auto,FlyTrans,1464
94,ModelA,NoAuto,BothTrans,1481
94,ModelA,NoAuto,NoTrans,2314
94,ModelA,Auto,BothTrans,1368
94,ModelA,Auto,NoTrans,2032
94,ModelB,NoAuto,BothTrans,1481
94,ModelB,NoAuto,NoTrans,2314
94,ModelB,Auto,BothTrans,1368
94,ModelB,Auto,NoTrans,2030
94,ModelA,NoAuto,WaspTrans,2314
94,ModelA,NoAuto,FlyTrans,1481
94,ModelA,Auto,WaspTrans,2032
94,ModelA,Auto,FlyTrans,1368
94,ModelB,NoAuto,WaspTrans,2314
94,ModelB,NoAuto,FlyTrans,1481
94,ModelB,Auto,WaspTrans,2029
94,ModelB,Auto,FlyTrans,1368
95,ModelA,NoAuto,BothTrans,1458
95,ModelA,NoAuto,NoTrans,2340
95,ModelA,Auto,BothTrans,1126
95,ModelA,Auto,NoTrans,2083
95,ModelB,NoAuto,BothTrans,1453
95,ModelB,NoAuto,NoTrans,2327
95,ModelB,Auto,BothTrans,1116
95,ModelB,Auto,NoTrans,2039
95,ModelA,NoAuto,WaspTrans,2340
95,ModelA,NoAuto,FlyTrans,1458
95,ModelA,Auto,WaspTrans,2083
95,ModelA,Auto,FlyTrans,1127
95,ModelB,NoAuto,WaspTrans,2326
95,ModelB,NoAuto,FlyTrans,1456
95,ModelB,Auto,WaspTrans,2039
95,ModelB,Auto,FlyTrans,1116
96,ModelA,NoAuto,BothTrans,1509
96,ModelA,NoAuto,NoTrans,2339
96,ModelA,Auto,BothTrans,1380
96,ModelA,Auto,NoTrans,2062
96,ModelB,NoAuto,BothTrans,1469
96,ModelB,NoAuto,NoTrans,2336
96,ModelB,Auto,BothTrans,1379
96,ModelB,Auto,NoTrans,2061
96,ModelA,NoAuto,WaspTrans,2339
96,ModelA,NoAuto,FlyTrans,1509
96,ModelA,Auto,WaspTrans,2062
96,ModelA,Auto,FlyTrans,1380
96,ModelB,NoAuto,WaspTrans,2336
96,ModelB,NoAuto,FlyTrans,1469
96,ModelB,Auto,WaspTrans,2061
96,ModelB,Auto,FlyTrans,1379
97,ModelA,NoAuto,BothTrans,1526
97,ModelA,NoAuto,NoTrans,2355
97,ModelA,Auto,BothTrans,587
97,ModelA,Auto,NoTrans,2109
97,ModelB,NoAuto,BothTrans,1522
97,ModelB,NoAuto,NoTrans,2354
97,ModelB,Auto,BothTrans,1366
97,ModelB,Auto,NoTrans,2108
97,ModelA,NoAuto,WaspTrans,2355
97,ModelA,NoAuto,FlyTrans,1526
97,ModelA,Auto,WaspTrans,2109
97,ModelA,Auto,FlyTrans,1367
97,ModelB,NoAuto,WaspTrans,2354
97,ModelB,NoAuto,FlyTrans,1522
97,ModelB,Auto,WaspTrans,2108
97,ModelB,Auto,FlyTrans,1367
98,ModelA,NoAuto,BothTrans,209
98,ModelA,NoAuto,NoTrans,2288
98,ModelA,Auto,BothTrans,1315
98,ModelA,Auto,NoTrans,2128
98,ModelB,NoAuto,BothTrans,1303
98,ModelB,NoAuto,NoTrans,2286
98,ModelB,Auto,BothTrans,1312
98,ModelB,Auto,NoTrans,2127
98,ModelA,NoAuto,WaspTrans,2288
98,ModelA,NoAuto,FlyTrans,1306
98,ModelA,Auto,WaspTrans,2128
98,ModelA,Auto,FlyTrans,1315
98,ModelB,NoAuto,WaspTrans,2286
98,ModelB,NoAuto,FlyTrans,1303
98,ModelB,Auto,WaspTrans,2127
98,ModelB,Auto,FlyTrans,1313
99,ModelA,NoAuto,BothTrans,1425
99,ModelA,NoAuto,NoTrans,2227
99,ModelA,Auto,BothTrans,1477
99,ModelA,Auto,NoTrans,2173
99,ModelB,NoAuto,BothTrans,1407
99,ModelB,NoAuto,NoTrans,2205
99,ModelB,Auto,BothTrans,1476
99,ModelB,Auto,NoTrans,1969
99,ModelA,NoAuto,WaspTrans,2227
99,ModelA,NoAuto,FlyTrans,1425
99,ModelA,Auto,WaspTrans,2173
99,ModelA,Auto,FlyTrans,1477
99,ModelB,NoAuto,WaspTrans,2200
99,ModelB,NoAuto,FlyTrans,1407
99,ModelB,Auto,WaspTrans,1969
99,ModelB,Auto,FlyTrans,1476
100,ModelA,NoAuto,BothTrans,1450
100,ModelA,NoAuto,NoTrans,2256
100,ModelA,Auto,BothTrans,1531
100,ModelA,Auto,NoTrans,2199
100,ModelB,NoAuto,BothTrans,1445
100,ModelB,NoAuto,NoTrans,2225
100,ModelB,Auto,BothTrans,1530
100,ModelB,Auto,NoTrans,2196
100,ModelA,NoAuto,WaspTrans,2256
100,ModelA,NoAuto,FlyTrans,1450
100,ModelA,Auto,WaspTrans,2199
100,ModelA,Auto,FlyTrans,1531
100,ModelB,NoAuto,WaspTrans,2225
100,ModelB,NoAuto,FlyTrans,1450
100,ModelB,Auto,WaspTrans,2196
100,ModelB,Auto,FlyTrans,1531
